,target,source,Similarity
241,51662 CLOSE NO SMILE 2.24.19.JPG,51662 CLOSE NO SMILE 2.24.19.JPG,100.0
242,51671 NO SMILE CLOSE UP 02.22.2019.JPG,51671 NO SMILE CLOSE UP 02.22.2019.JPG,100.0
243,51672 NO SMILE CLOSE UP 3.2.19.JPG,51672 NO SMILE CLOSE UP 3.2.19.JPG,100.0
244,51681 CLOSE UP NO SMILE 2.17.19.JPG,51681 CLOSE UP NO SMILE 2.17.19.JPG,100.0
245,51682 CLOSE UP NO SMILE 2.17.19.JPG,51682 CLOSE UP NO SMILE 2.17.19.JPG,100.0
246,51701 CLOSE UP NO SMILE 02.21.19.JPG,51701 CLOSE UP NO SMILE 02.21.19.JPG,100.0
247,51702 CLOSE UP NO SMILE 3.2.19.JPG,51702 CLOSE UP NO SMILE 3.2.19.JPG,100.0
248,51711 NO SMILE CLOSE UP 3.2.19.JPG,51711 NO SMILE CLOSE UP 3.2.19.JPG,100.0
249,51712 NO SMILE CLOSE UP 3.2.19.JPG,51712 NO SMILE CLOSE UP 3.2.19.JPG,100.0
250,51721 NO SMILE CLOSE UP 3.6.19.JPG,51721 NO SMILE CLOSE UP 3.6.19.JPG,100.0
251,51722 NO SMILE CLOSE UP 3.6.19.JPG,51722 NO SMILE CLOSE UP 3.6.19.JPG,100.0
252,51751 CLOSE UP NO SMILE.JPG,51751 CLOSE UP NO SMILE.JPG,100.0
253,51752 CLOSE UP NO SMILE.JPG,51752 CLOSE UP NO SMILE.JPG,100.0
254,51781 CLOSE UP NO SMILE 4.18.19.JPG,51781 CLOSE UP NO SMILE 4.18.19.JPG,100.0
255,51782 NO SMILE CLOSE UP.JPG,51782 NO SMILE CLOSE UP.JPG,100.0
256,51791 NO SMILE CLOSE UP 04.06.19.JPG,51791 NO SMILE CLOSE UP 04.06.19.JPG,100.0
257,51792 NO SMILE CLOSE UP 3.14.19.JPG,51792 NO SMILE CLOSE UP 3.14.19.JPG,100.0
258,51801 NO SMILE CLOSE UP 05.22.2019.JPG,51801 NO SMILE CLOSE UP 05.22.2019.JPG,100.0
259,51802 CLOSE UP NO SMILE 5.9.19.JPG,51802 CLOSE UP NO SMILE 5.9.19.JPG,100.0
260,51861 NO SMILE CLOSE UP 4.5.19.JPG,51861 NO SMILE CLOSE UP 4.5.19.JPG,100.0
261,51862 NO SMILE CLOSE UP 4.11.19.JPG,51862 NO SMILE CLOSE UP 4.11.19.JPG,100.0
262,51881 NO SMILE CLOSE UP 4.5.19.JPG,51881 NO SMILE CLOSE UP 4.5.19.JPG,100.0
263,51882 NO SMILE CLOSE UP 4.5.19.JPG,51882 NO SMILE CLOSE UP 4.5.19.JPG,100.0
264,51901 NO SMILE CLOSE UP 6.1.19.JPG,51901 NO SMILE CLOSE UP 6.1.19.JPG,100.0
265,51902 NO SMILE CLOSE UP 6.1.19.JPG,51902 NO SMILE CLOSE UP 6.1.19.JPG,100.0
266,51931 NO SMILE CLOSE UP 04.19.2019.JPG,51931 NO SMILE CLOSE UP 04.19.2019.JPG,100.0
267,51932 NO SMILE CLOSE UP.JPG,51932 NO SMILE CLOSE UP.JPG,100.0
268,51941 UP CLOSE NO SMILE 4.8.19.JPG,51941 UP CLOSE NO SMILE 4.8.19.JPG,100.0
269,51942 CLOSE UP NO SMILE 5.28.19.JPG,51942 CLOSE UP NO SMILE 5.28.19.JPG,100.0
270,51981 NO SMILE CLOSE UP 4.11.2019.JPG,51981 NO SMILE CLOSE UP 4.11.2019.JPG,100.0
271,51982 NO SMILE CLOSE UP 4.11.2019.JPG,51982 NO SMILE CLOSE UP 4.11.2019.JPG,100.0
272,52011 NO SMILE CLOSE UP 5.3.19.JPG,52011 NO SMILE CLOSE UP 5.3.19.JPG,100.0
273,52012 NO SMILE CLOSE UP 4.17.19.JPG,52012 NO SMILE CLOSE UP 4.17.19.JPG,100.0
274,52051 NO SMILE CLOSE UP 6.15.19.JPG,52051 NO SMILE CLOSE UP 6.15.19.JPG,100.0
275,52052 NO SMILE CLOSE UP 6.15.19.JPG,52052 NO SMILE CLOSE UP 6.15.19.JPG,100.0
276,52071 NO SMILE CLOSE UP 06.23.2019.JPG,52071 NO SMILE CLOSE UP 06.23.2019.JPG,100.0
277,52072 NO SMILE CLOSE UP 06.23.2019.JPG,52072 NO SMILE CLOSE UP 06.23.2019.JPG,100.0
278,52081 CLOSE UP NO SMILE.JPG,52081 CLOSE UP NO SMILE.JPG,100.0
279,52082 CLOSE UP NO SMILE.JPG,52082 CLOSE UP NO SMILE.JPG,100.0
280,52101 NO SMILE CLOSE UP 6.4.19.JPG,52101 NO SMILE CLOSE UP 6.4.19.JPG,100.0
281,52102 NO SMILE CLOSE UP 6.4.19.JPG,52102 NO SMILE CLOSE UP 6.4.19.JPG,100.0
282,52121 NO SMILE CLOSE UP.JPG,52121 NO SMILE CLOSE UP.JPG,100.0
283,52122 NO SMILE CLOSE UP.JPG,52122 NO SMILE CLOSE UP.JPG,100.0
284,52131 NO SMILE CLOSE UP 06.13.19.JPG,52131 NO SMILE CLOSE UP 06.13.19.JPG,100.0
285,52132 NO SMILE CLOSE UP 6.11.19.JPG,52132 NO SMILE CLOSE UP 6.11.19.JPG,100.0
286,52171 NO SMILE CLOSE UP 7.2.19.JPG,52171 NO SMILE CLOSE UP 7.2.19.JPG,100.0
287,52172 NO SMILE CLOSE UP 7.2.19.JPG,52172 NO SMILE CLOSE UP 7.2.19.JPG,100.0
288,52181 NO SMILE CLOSE UP 7.1.19.JPG,52181 NO SMILE CLOSE UP 7.1.19.JPG,100.0
289,52182 NO SMILE CLOSE UP 7.01.19.JPG,52182 NO SMILE CLOSE UP 7.01.19.JPG,100.0
290,52191 NO SMILE CLOSE UP 7.18.19.JPG,52191 NO SMILE CLOSE UP 7.18.19.JPG,100.0
291,52192 NO SMILE CLOSE UP 7.18.19.JPG,52192 NO SMILE CLOSE UP 7.18.19.JPG,100.0
292,52201 NO SMILE CLOSE UP 7.17.19.JPG,52201 NO SMILE CLOSE UP 7.17.19.JPG,100.0
293,52202 NO SMILE CLOSE UP 07.24.19.PNG,52202 NO SMILE CLOSE UP 07.24.19.PNG,100.0
294,52261 NO SMILE CLOSE UP 7.29.19.JPG,52261 NO SMILE CLOSE UP 7.29.19.JPG,100.0
295,52262 NO SMILE CLOSE UP 7.29.19.JPG,52262 NO SMILE CLOSE UP 7.29.19.JPG,100.0
296,ctrA1.png,ctrA1.png,100.0
297,ctrA2.png,ctrA2.png,100.0
298,ctrB1.png,ctrB1.png,100.0
299,ctrB2.png,ctrB2.png,100.0
